0.17	0.55	-0.18					
0.16	0.56	-0.23					
0.16	0.56	-0.1					
0.16	0.56	0					
0.13	0.55	0.08					
0.14	0.55	-0.01					
0.13	0.54	-0.07					
0.12	0.54	-0.13					
0.11	0.55	-0.17					
0.12	0.55	-0.22					
0.13	0.55	-0.24					
0.14	0.56	-0.25					
0.03	0.65	-0.27					
0.07	0.62	-0.12					
0.07	0.6	-0.02					
0.07	0.59	0.06					
0.07	0.58	0.11					
0.07	0.57	0.15					
0.08	0.57	0.2					
0.08	0.57	0.23					
0.08	0.56	0.25					
0.06	0.55	0.25					
0.09	0.55	0.12					
0.09	0.56	0.02					
0.09	0.55	0.09					
0.12	0.56	-0.02					
0.1	0.56	0.05					
0.09	0.56	0.11					
0.08	0.56	0.15					
0.09	0.58	0.13					
0.1	0.58	0.13					
0.11	0.58	0.17					
0.1	0.57	0.21					
0.1	0.57	0.25					
0.1	0.56	0.25					
0.09	0.56	0.26					
0.09	0.55	0.29					
0.12	0.56	0.15					
0.15	0.56	0.13					
0.13	0.57	0.18					
0.05	0.62	0.06					
0.09	0.6	0.13					
0.08	0.59	0.16					
0.08	0.58	0.19					
0.08	0.57	0.22					
0.1	0.56	0.22					
0.1	0.55	0.25					
0.01	0.66	0.27					
0.05	0.63	0.27					
0.06	0.63	0.15					
0.06	0.62	0.18					
0.06	0.6	0.21					
0.07	0.58	0.24					
0.09	0.56	0.27					
0.1	0.57	0.29					
0.09	0.55	0.31					
0.11	0.56	0.16					
0.11	0.55	0.2					
0.13	0.56	0.06					
0.12	0.55	0.14					
0.11	0.56	0.03					
0.12	0.54	0.09					
0.11	0.54	-0.01					
0.12	0.56	-0.08					
0.12	0.56	0.03					
0.11	0.56	0.07					
0.09	0.56	0.14					
0.08	0.56	0.17					
0.08	0.56	0.2					
-0.03	0.65	0.06					
0.02	0.63	0.13					
0.03	0.61	0.18					
0.05	0.59	0.22					
0.05	0.58	0.24					
0.08	0.56	0.26					
0.1	0.55	0.28					
0.09	0.56	0.14					
0.09	0.56	0.19					
0.11	0.55	0.2					
0.12	0.54	0.08					
0.13	0.55	-0.01					
0.13	0.55	-0.08					
0.15	0.55	-0.13					
0.13	0.55	-0.17					
0.1	0.55	-0.21					
0.1	0.56	-0.24					
0.11	0.54	-0.13					
0.11	0.55	-0.19					
0.12	0.56	-0.2					
0.12	0.55	-0.07					
0.11	0.56	-0.13					
0.12	0.56	-0.02					
0.13	0.55	0.05					
0.15	0.54	-0.04					
0.13	0.55	-0.11					
0.14	0.56	-0.17					
0.13	0.57	-0.04					
0.14	0.58	-0.03					
0.15	0.57	0.07					
0.12	0.56	0.11					
0.12	0.56	0.15					
0.12	0.56	0.17					
0.1	0.55	0.21					
0.1	0.55	0.09					
nan	nan	nan					
0.08	0.56	0.02					
0.1	0.55	0.07					
0.1	0.56	-0.02					
0.11	0.55	0.07					
0.11	0.55	-0.02					
0.11	0.54	-0.1					
0.12	0.54	-0.16					
0.1	0.55	-0.2					
0.09	0.55	-0.24					
0.09	0.54	-0.25					
0.09	0.55	-0.27					
0.07	0.56	-0.26					
0.08	0.58	-0.24					
0.07	0.57	-0.12					
0.05	0.56	-0.01					
0.05	0.55	0.06					
0.06	0.56	-0.04					
0.08	0.54	0.06					
0.1	0.54	-0.01					
0	0.65	0.09					
-0.01	0.65	-0.02					
0.03	0.62	0.05					
0.04	0.61	0.11					
0.04	0.6	0.15					
0.08	0.6	0.14					
0.1	0.62	0.04					
0.08	0.6	-0.03					
0.1	0.59	0.05					
0.09	0.58	0.12					
0.11	0.58	0.17					
0.11	0.57	0.21					
0.1	0.56	0.23					
0.08	0.56	0.25					
0.08	0.56	0.28					
0.1	0.56	0.27					
0.1	0.55	0.27					
0.11	0.55	0.12					
0.13	0.56	0.01					
0.14	0.58	0.04					
0.12	0.56	0.11					
0.12	0.59	0.02					
0.11	0.58	0.11					
0.1	0.57	0.17					
0.11	0.56	0.21					
0.12	0.55	0.08					
0.14	0.56	-0.02					
0.14	0.56	0.07					
0.12	0.56	0.12					
0.11	0.56	0.16					
0.12	0.57	0.2					
0.1	0.57	0.23					
0.12	0.57	0.26					
0.12	0.57	0.29					
0.13	0.58	0.29					
0.12	0.57	0.26					
0.12	0.57	0.27					
0.11	0.56	0.26					
0.12	0.57	0.2					
0.12	0.57	0.25					
0.13	0.56	0.26					
0.13	0.56	0.28					
0.11	0.55	0.29					
0.09	0.55	0.14					
0.11	0.55	0.04					
0.13	0.55	-0.04					
0.13	0.56	-0.09					
0.12	0.55	0.01					
0.11	0.55	-0.07					
0.13	0.56	-0.11					
0.12	0.55	0					
0.12	0.56	-0.01					
0.13	0.55	0.04					
0.11	0.56	-0.05					
0.1	0.55	0.04					
0.12	0.54	-0.03					
0.13	0.54	-0.11					
0.15	0.55	-0.15					
0.15	0.55	-0.17					
0.16	0.56	-0.22					
0.16	0.55	-0.1					
0.14	0.56	-0.15					
0.13	0.56	-0.04					
0.11	0.56	0.04					
