0.01	1.34	-0.21						
-0.04	1.33	-0.1						
0.02	1.35	-0.12						
-0.01	1.35	-0.02						
0.02	1.36	-0.07						
0.03	1.36	-0.12						
-0.02	1.34	-0.04						
0.05	1.35	-0.11						
0.06	1.36	-0.22						
0.06	1.37	-0.24						
0.01	1.36	-0.11						
-0.03	1.34	-0.05						
-0.17	1.3	0.04						
-0.3	1.26	0.09						
-0.41	1.22	0.09						
-0.28	1.26	0.01						
-0.13	1.32	-0.07						
-0.27	1.27	0.03						
-0.19	1.3	-0.11						
-0.11	1.33	-0.16						
-0.05	1.34	-0.19						
0	1.35	-0.21						
0.07	1.37	-0.24						
0.02	1.36	-0.08						
-0.02	1.35	0						
0.04	1.37	-0.1						
0	1.35	-0.01						
-0.04	1.34	0.06						
0.03	1.36	-0.03						
-0.01	1.35	0.08						
-0.2	1.3	0.11						
-0.08	1.32	0						
0.01	1.36	-0.1						
0.01	1.36	-0.05						
-0.03	1.35	0.04						
-0.16	1.31	0.1						
-0.07	1.34	0						
0.01	1.36	-0.07						
-0.03	1.34	0						
-0.02	1.36	-0.07						
0.05	1.38	-0.11						
0.01	1.35	-0.03						
-0.01	1.35	0.07						
-0.17	1.3	0.1						
-0.09	1.33	0.02						
-0.05	1.34	0						
0.01	1.36	-0.07						
-0.06	1.34	0.07						
-0.13	1.32	0.15						
-0.11	1.34	0.08						
-0.18	1.32	0.11						
-0.06	1.35	0.02						
-0.23	1.3	0.07						
-0.32	1.27	0.08						
-0.41	1.25	0.16						
-0.25	1.29	0.05						
-0.18	1.32	0						
-0.25	1.3	0.01						
-0.29	1.28	0.09						
-0.16	1.31	0.02						
-0.27	1.29	0.08						
-0.31	1.28	0.11						
-0.19	1.32	0.01						
-0.29	1.28	0.07						
-0.13	1.33	-0.02						
-0.06	1.35	-0.09						
0.02	1.37	-0.14						
-0.02	1.36	-0.04						
0.05	1.38	-0.1						
0	1.37	0.03						
-0.02	1.35	0.1						
0.04	1.37	0.02						
0.02	1.36	0.13						
-0.04	1.33	0.22						
0.01	1.35	0.1						
-0.06	1.32	0.15						
-0.01	1.34	0.02						
0.07	1.36	-0.08						
0.06	1.36	-0.11						
0.03	1.35	0.03						
0.04	1.37	-0.11						
0.06	1.38	-0.15						
0.06	1.38	-0.17						
-0.01	1.36	-0.1						
0.01	1.37	-0.12						
0	1.36	0.03						
-0.16	1.31	0.05						
-0.01	1.35	-0.03						
-0.17	1.31	0.08						
-0.11	1.33	0.02						
-0.05	1.35	-0.07						
0.01	1.37	-0.11						
-0.02	1.35	-0.03						
0.03	1.36	-0.07						
-0.03	1.35	0.03						
0.01	1.35	-0.04						
-0.02	1.34	0.05						
0.03	1.37	-0.06						
-0.01	1.36	0.05						
-0.17	1.3	0.13						
-0.27	1.27	0.16						
-0.18	1.3	0.04						
-0.11	1.33	-0.03						
-0.19	1.31	0.03						
-0.12	1.34	-0.06						
-0.06	1.35	-0.12						
0	1.37	-0.16						
0.01	1.38	-0.16						
-0.02	1.36	-0.03						
0.06	1.38	-0.07						
0.01	1.36	0.04						
-0.03	1.35	0.1						
-0.02	1.37	0						
-0.12	1.33	0.08						
-0.07	1.35	0.01						
-0.23	1.31	0.1						
-0.15	1.33	-0.01						
-0.25	1.29	0.05						
-0.14	1.32	-0.03						
-0.08	1.34	-0.06						
-0.23	1.29	0.03						
-0.13	1.32	-0.06						
-0.02	1.34	-0.1						
0.02	1.35	-0.12						
-0.03	1.34	-0.04						
0.02	1.36	-0.08						
0.03	1.37	-0.15						
-0.02	1.36	-0.02						
-0.1	1.35	0.09						
-0.04	1.36	-0.01						
0.02	1.37	-0.14						
-0.02	1.35	-0.03						
-0.15	1.31	0.08						
-0.05	1.35	-0.03						
-0.02	1.36	-0.07						
0.03	1.37	-0.14						
-0.05	1.34	0						
-0.14	1.31	0.08						
-0.29	1.27	0.09						
-0.15	1.32	-0.03						
-0.07	1.34	-0.09						
0.01	1.37	-0.14						
0.02	1.38	-0.22						
-0.02	1.37	-0.07						
0.02	1.38	-0.11						
